Name,Colecao,Estante,Grupo,Genero,Subgenero,AnoPublicacao,Origem,Escritor,GeneroEscritor,Editora,Etiqueta,Formato,Status,Meta,ClubeLivro,DataClube,TotalPagina,Capa,DataInicio,DataFim,,,,,,,,,,,,,,
Trindade #2,Guerra das Rosas,Livro,Ficção,Histórica,Idade Moderna,2015,Reino Unido,Conn Iggulden,Masculino,Record,Tenho,Físico,Em Análise,,,,497,https://m.media-amazon.com/images/I/91scVeu9CRL._SL1500_.jpg,,,,,,,,,,,,,,,,
Edgar Allan Poe #2,Medo Clássico,Livro,Ficção,Horror,Horror Gótico,1832,Estados Unidos,Edgar Allan Poe,Masculino,DarkSide,Em Análise,-,Em Análise,,,,240,https://darkside.vtexassets.com/arquivos/ids/168139/207-edgar-allan-poe-medo-classico-vol-2-0.jpg?v=636802551287430000,,,,,,,,,,,,,,,,
O Fantasma de Canterville,,Livro,Ficção ,Horror,Horror Gótico,1887,Irlanda,Oscar Wilde,Masculino,L&PM,Em Análise,-,Em Análise,,,,207,https://m.media-amazon.com/images/I/812T258wm2L._SL1500_.jpg,,,,,,,,,,,,,,,,
Livros De Sangue: Volume 2,Livros de Sangue,Livro,Ficção,Horror,Slasher,1984,Reino Unido,Clive Barker,Masculino,DarkSide,Em Análise,-,Em Análise,,,,240,https://darkside.vtexassets.com/arquivos/ids/174399/livros-de-sangue-2.png?v=637581841912030000,,,,,,,,,,,,,,,,
Livros De Sangue: Volume 3,Livros de Sangue,Livro,Ficção,Horror,Slasher,1984,Reino Unido,Clive Barker,Masculino,DarkSide,Em Análise,-,Em Análise,,,,240,https://darkside.vtexassets.com/arquivos/ids/188343/livros-de-sangue-3.png?v=637877184216100000,,,,,,,,,,,,,,,,
Livros De Sangue: Volume 4,Livros de Sangue,Livro,Ficção,Horror,Slasher,1984,Reino Unido,Clive Barker,Masculino,DarkSide,Em Análise,-,Em Análise,,,,240,https://darkside.vtexassets.com/arquivos/ids/190311/Livros-de-Sangue-vol-4.png?v=637992775986430000,,,,,,,,,,,,,,,,
O Homem Que Buscava Sua Sombra #5,Millennium,Livro,Ficção,Mistério,Policial,2017,Suécia,David Lagercrantz,Masculino,Companhia das Letras,Em Análise,-,Em Análise,,,,360,https://m.media-amazon.com/images/I/91lqw0GmQsL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Garota Na Teia De Aranha #4,Millennium,Livro,Ficção,Mistério,Policial,2015,Suécia,David Lagercrantz,Masculino,Companhia das Letras,Em Análise,-,Em Análise,,,,472,https://m.media-amazon.com/images/I/81bjb9fWh2L._SL1500_.jpg,,,,,,,,,,,,,,,,
A Garota Marcada Para Morrer #6,Millennium,Livro,Ficção,Mistério,Policial,2019,Suécia,David Lagercrantz,Masculino,Companhia das Letras,Em Análise,-,Em Análise,,,,336,https://m.media-amazon.com/images/I/9191j2X7cqL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Codigo Da Vinci #2,Robert Langdon,Livro,Ficção,Mistério,Policial,2003,Estados Unidos,Dan Brown,Masculino,Arqueiro,Tenho,Físico,Em Análise,,,,560,https://m.media-amazon.com/images/I/710DjekSUkL._SL1500_.jpg,,,,,,,,,,,,,,,,
História Zero #3,Blue Ant,Livro,Ficção,Mistério,Techno-thriller,2010,Canadá,William Gibson,Masculino,Aleph,Em Análise,-,Em Análise,,,,545,https://m.media-amazon.com/images/I/815Ayu3I8cL._SL1500_.jpg,,,,,,,,,,,,,,,,
Território Fantasma #2,Blue Ant,Livro,Ficção,Mistério,Techno-thriller,2007,Canadá,William Gibson,Masculino,Aleph,Em Análise,-,Em Análise,,,,443,https://m.media-amazon.com/images/I/81htLK8n7BL._SL1500_.jpg,,,,,,,,,,,,,,,,
Inverno Do Mundo #2,O Século,Livro,Ficção,Mistério,Thriller,2012,Reino Unido,Ken Follet,Masculino,Arqueiro,Em Análise,-,Em Análise,,,,880,https://m.media-amazon.com/images/I/91phX4g0ljL._SL1500_.jpg,,,,,,,,,,,,,,,,
Eternidade Por Um Fio #3,O Século,Livro,Ficção,Mistério,Thriller,2014,Reino Unido,Ken Follet,Masculino,Arqueiro,Em Análise,-,Em Análise,,,,1.072,https://m.media-amazon.com/images/I/81m+77N1VXL._SL1500_.jpg,,,,,,,,,,,,,,,,
Inferno #4,Robert Langdon,Livro,Ficção,Mistério,Policial,2013,Estados Unidos,Dan Brown,Masculino,Arqueiro,Tenho,Físico,Em Análise,,,,443,https://m.media-amazon.com/images/I/71ooo3WaSSL._SL1500_.jpg,,,,,,,,,,,,,,,,
Os Sofrimentos Do Jovem Werther,,Livro,Ficção,Romance,Clássico,1774,Alemanha,Johann Wolfgang Von Goethe,Masculino,Antofágica,Em Análise,-,Em Análise,,,,264,https://m.media-amazon.com/images/I/71-ctGtIP2L._SL1500_.jpg,,,,,,,,,,,,,,,,
O Alienista,,Livro,Ficção,Romance,Clássico,1882,Brasil,Machado de Assis,Masculino,Antofágica,Em Análise,EPUB,Em Análise,,,,304,https://m.media-amazon.com/images/I/81qAAr8Fx+L._SL1500_.jpg,,,,,,,,,,,,,,,,
Anna Karenina,,Livro,Ficção,Romance,Clássico,1878,Rússia,Liev Tolstói,Masculino,Companhia das Letras,Em Análise,-,Em Análise,,,,808,https://m.media-amazon.com/images/I/814HV7EG0OS._SL1500_.jpg,,,,,,,,,,,,,,,,
Os Demônios,,Livro,Ficção,Romance,Clássico,1872,Rússia,Fiódor Dostoiévski,Masculino,Editora 34,Em Análise,-,Em Análise,,,,704,https://m.media-amazon.com/images/I/712h-3gTNaL._SL1500_.jpg,,,,,,,,,,,,,,,,
Memórias Do Subsolo,,Livro,Ficção,Romance,Clássico,1864,Rússia,Fiódor Dostoiévski,Masculino,Editora 34,Em Análise,-,Em Análise,,,,152,https://m.media-amazon.com/images/I/81B8n0OCzTL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Jogador,,Livro,Ficção,Romance,Clássico,1866,Rússia,Fiódor Dostoiévski,Masculino,Editora 34,Em Análise,-,Em Análise,,,,232,https://m.media-amazon.com/images/I/81EAnhcVU7L._SL1500_.jpg,,,,,,,,,,,,,,,,
Os Irmãos Karamazov,,Livro,Ficção ,Romance,Clássico,1880,Rússia,Fiódor Dostoiévski,Masculino ,Editora 34,Em Análise,-,Em Análise,,,,888,https://m.media-amazon.com/images/I/81s51UO4t6L._SL1500_.jpg,,,,,,,,,,,,,,,,
Persuasão,,Livro,Ficção,Romance,Clássico,1817,Reino Unido,Jane Austen,Feminino,L&PM,Em Análise,-,Em Análise,,,,256,https://m.media-amazon.com/images/I/71acWQWRF+L._SL1500_.jpg,,,,,,,,,,,,,,,,
Primeiro Amor,,Livro,Ficção,Romance,Clássico,1860,Rússia,Ivan Turguêniev,Masculino,Penguin-Companhia,Em Análise,-,Em Análise,,,,112,https://m.media-amazon.com/images/I/71SjY5aT-yS._SL1500_.jpg,,,,,,,,,,,,,,,,
A Abolição do Homem,,Livro,Ficção ,Romance,Clássico,1943,Irlanda,C. S. Lewis,Masculino ,Thomas Nelson Brasil,Em Análise,-,Em Análise,,,,128,https://m.media-amazon.com/images/I/91xhBqPGLtL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Visconde de Bragellone – Parte 2 #3,Os Três Mosqueteiros,Livro,Ficção,Romance,Clássico,1847,França,Alexandre Dumas,Masculino,Zahar,Em Análise,-,Em Análise,,,,616,https://m.media-amazon.com/images/I/71-2jW1Eg1L._SL1500_.jpg,,,,,,,,,,,,,,,,
O Visconde de Bragellone – Parte 1 #3,Os Três Mosqueteiros,Livro,Ficção,Romance,Clássico,1847,França,Alexandre Dumas,Masculino,Zahar,Em Análise,-,Em Análise,,,,600,https://m.media-amazon.com/images/I/71TpGTyfOdL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Conde De Monte-Cristo,,Livro,Ficção,Romance,Clássico,1846,França,Alexandre Dumas,Masculino,Zahar,Em Análise,-,Em Análise,,,,1.376,https://m.media-amazon.com/images/I/81Izwp7G0kL._SL1500_.jpg,,,,,,,,,,,,,,,,
David Copperfield ,,Livro,Ficção ,Romance,Clássico,1850,Reino Unido,Charles Dickens,Masculino,Zahar,Em Análise,-,Em Análise,,,,1.421,https://m.media-amazon.com/images/I/81K1PXun6zL._SL1500_.jpg,,,,,,,,,,,,,,,,
Vinte Anos Depois #2,Os Três Mosqueteiros,Livro,Ficção,Romance,Clássico,1845,França,Alexandre Dumas,Masculino,Zahar,Em Análise,-,Em Análise,,,,800,https://m.media-amazon.com/images/I/81ZN75SqTsL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Simbolo Perdido #3,Robert Langdon,Livro,Ficção,Mistério,Policial,2009,Estados Unidos,Dan Brown,Masculino,Arqueiro,Tenho,Físico,Em Análise,,,,640,https://m.media-amazon.com/images/I/817RdvGuIZL._SL1500_.jpg,,,,,,,,,,,,,,,,
As Aventuras de Huckleberry Finn,,Livro,Ficção ,Romance,Clássico ,1884,Estados Unidos,Mark Twain,Masculino,Zahar,Em Análise,-,Em Análise,,,,408,https://m.media-amazon.com/images/I/91AW1FPXtEL._SL1500_.jpg,,,,,,,,,,,,,,,,
Sabor Amargo,,Livro,Ficção,Romance,Contemporâneo,2021,Estados Unidos,James Hannaham,Masculino,DarkSide,Em Análise,-,Em Análise,,,,352,https://darkside.vtexassets.com/arquivos/ids/173722/sabor-amargo-0.png?v=637544396332430000,,,,,,,,,,,,,,,,
1822 #2,História do Brasil,Livro,Não Ficção,História,Independência do Brasil,2010,Brasil,Laurentino Gomes,Masculino,Globo,Em Análise,-,Em Análise,,,,376,https://m.media-amazon.com/images/I/91c8radAMuL._SL1500_.jpg,,,,,,,,,,,,,,,,
1889 #3,História do Brasil,Livro,Não Ficção,História,Proclamação da República no Brasil,2013,Brasil,Laurentino Gomes,Masculino,Globo,Em Análise,-,Em Análise,,,,416,https://m.media-amazon.com/images/I/71CogQ1FCeL._SL1360_.jpg,,,,,,,,,,,,,,,,
Medicina Macabra #2,Macabra,Livro,Não Ficção,Medicina,Casos Médicos,2021,Irlanda,Thomas Morris,Masculino,DarkSide,Em Análise,-,Em Análise,,,,416,https://m.media-amazon.com/images/I/91exGcORH4S._SL1500_.jpg,,,,,,,,,,,,,,,,
Medicina Macabra #3,Macabra,Livro,Não Ficção,Medicina,Casos Médicos,2023,Irlanda,Thomas Morris,Masculino,DarkSide,Em Análise,-,Em Análise,,,,416,https://m.media-amazon.com/images/I/71jKbRz3grL._SL1080_.jpg,,,,,,,,,,,,,,,,
Medicina Macabra #1,Macabra,Livro,Não Ficção,Medicina,Casos Médicos,2020,Irlanda,Thomas Morris,Masculino,DarkSide,Em Análise,-,Em Análise,,,,416,,,,,,,,,,,,,,,,,
O Ouvido Pensante,,Livro,Não Ficção,Música,Percepção Sonora,1986,Canadá,Murray Schafer,Masculino,Unesp,Em Análise,-,Em Análise,,,,408,https://m.media-amazon.com/images/I/91tMI0vIodL._SL1500_.jpg,,,,,,,,,,,,,,,,
À Cor Da Pele,,Livro,Não Ficção,Sociologia,Questões Raciais,2021,Estados Unidos,John Vercher,Masculino,Trama,Em Análise,-,Em Análise,,,,256,https://m.media-amazon.com/images/I/81cA+Up6zwS._SL1500_.jpg,,,,,,,,,,,,,,,,
A Floresta Sombria #2,O Problema dos Três Corpos,Livro,Ficção,Científica,Alienígena,2008,China,Cixin Liu,Masculino,Suma,Desejado,-,Em análise ,,,,472,https://m.media-amazon.com/images/I/918zn-skGYL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Fim Da Morte #3,O Problema dos Três Corpos,Livro,Ficção,Científica,Alienígena,2010,China,Cixin Liu,Masculino,Suma,Desejado,-,Em análise ,,,,584,https://m.media-amazon.com/images/I/91BZ+ZjEc5L._SL1500_.jpg,,,,,,,,,,,,,,,,
Robôs E Império #4,Série dos Robôs,Livro,Ficção,Científica,Robô,1952,Estados Unidos,Isaac Asimov,Masculino,Aleph,Desejado,-,Em análise ,,,,544,https://m.media-amazon.com/images/I/91JkXhaAJxL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Ladrão De Casaca #1,Arsene Lupin,Livro,Ficção,Aventura,Aventura Policial,1907,França,Maurice Leblanc,Masculino,Zahar,Tenho,Físico,Quero Ler,,,,235,https://m.media-amazon.com/images/I/81F45oF2ASL._SL1500_.jpg,-,-,,,,,,,,,,,,,,
Os Testamentos #2,O conto da aia,Livro,Ficção,Científica,Distopia,2019,Canadá,Margaret Atwood,Feminino,Rocco,Tenho,Físico,Lido,,,,468,https://m.media-amazon.com/images/I/61vvu6gYMaL._SL1000_.jpg,18/09/2021,01/11/2021,,,,,,,,,,,,,,
O Fim Da Infância,,Livro,Ficção,Científica,Alienígena,1953,Reino Unido,Arthur C. Clarke,Masculino,Aleph,Tenho,Físico,Lido,,,,320,https://m.media-amazon.com/images/I/71aSbmu4MzL._SL1280_.jpg,27/12/2021,20/01/2022,,,,,,,,,,,,,,
Os Portões De Roma #1,O Imperador,Livro,Ficção,Histórica,Roma,2002,Reino Unido,Conn Iggulden,Masculino,Record,Tenho,Físico,Lido,,,,378,https://m.media-amazon.com/images/I/91SaPHSw7IL._SL1500_.jpg,30/06/2022,24/07/2022,,,,,,,,,,,,,,
Fahrenheit 451,,Livro,Ficção,Científica,Distopia,1953,Estados Unidos,Ray Bradbury,Masculino,Biblioteca Azul,Tenho,Físico,Lido,,,,216,https://m.media-amazon.com/images/I/51tAD6LyZ-L._SL1360_.jpg,25/07/2022,19/09/2022,,,,,,,,,,,,,,
Encontro Com Rama #1,Rama,Livro,Ficção,Científica,Viagem Espacial,1973,Reino Unido,Arthur C. Clarke,Masculino,Aleph,Tenho,Físico,Lido,,,,288,https://m.media-amazon.com/images/I/61CZXPu2aRL._SL1000_.jpg,19/12/2022,23/12/2022,,,,,,,,,,,,,,
H.P. Lovecraft #1,Medo Clássico,Livro,Ficção,Horror,Horror Cósmico,1845,Estados Unidos,H. P. Lovecraft,Masculino,DarkSide,Tenho,Físico,Lido,,,,384,https://darkside.vtexassets.com/arquivos/ids/168102/95-hp-lovecraft-medo-classico-miskatonic-edition-0.jpg?v=636802549106970000,23/12/2022,14/02/2024,,,,,,,,,,,,,,
Ensaio Sobre as Liberdades,,Livro,Não Ficção,Sociologia,Liberdade,,França,Raymond Aron,Masculino,BookBuilders,Desejado,-,Quero Ler,,Pepa Silveira,,,https://d3cr86nr52kve0.cloudfront.net/media/catalog/product/cache/9157728d6ade3d1ea9e817c38f242483/9/7/9789898973337_1618995009.png,,,,,,,,,,,,,,,,
"Eu, Robô",,Livro,Ficção,Científica,Robô,1950,Estados Unidos,Isaac Asimov,Masculino,Aleph,Tenho,Físico,Lido,,,,320,https://m.media-amazon.com/images/I/61ooZHl+CTL._SL1500_.jpg,15/08/2023,24/02/2023,,,,,,,,,,,,,,
Império Da Prata #4,O Conquistador,Livro,Ficção,Histórica,Império Mongol,2011,Reino Unido,Conn Iggulden,Masculino,Record,Tenho,Físico,Lido,2024,,,406,https://m.media-amazon.com/images/I/61RYlNh+0oL._SL1114_.jpg,28/03/2025,27/12/2023,,,,,,,,,,,,,,
A Morte de Ivan Ilitch,,Livro,Ficção ,Romance,Clássico,1886,Rússia,Liev Tolstói,Masculino ,Editora 34,Tenho,EPUB,Lido,,,,96,https://m.media-amazon.com/images/I/61zgVBVoqqL._SL1500_.jpg,28/05/2025,03/06/2025,,,,,,,,,,,,,,
20 Mil Leguas Submarinas,Viagens Extraordinárias,Livro,Ficção,Aventura,Aventura Marítima,1870,França,Jules Verne,Masculino,Zahar,Tenho,Físico,Lido,,,,504,https://m.media-amazon.com/images/I/81wmElXiKqL._SL1500_.jpg,-,-,,,,,,,,,,,,,,
Admirável Mundo Novo,,Livro,Ficção,Científica,Distopia,1932,Reino Unido,Aldous Huxle,Masculino,Biblioteca Azul,Emprestado,-,Lido,,,,312,https://m.media-amazon.com/images/I/61hOp6UFvCL._SL1500_.jpg,-,-,,,,,,,,,,,,,,
Salto Para O Infinito,,Livro,Ficção,Científica,Viagem Espacial,1968,Estados Unidos,Virgil Ivan Grissom,Masculino,Bloch,Tenho,Físico,Lido,,,,-,-,-,-,,,,,,,,,,,,,,
O Fim Da Eternidade,,Livro,Ficção,Científica,Viagem no Tempo,1955,Estados Unidos,Isaac Asimov,Masculino,Aleph,Tenho,Físico,Lido,,,,256,https://m.media-amazon.com/images/I/71tgD4z8zAL._SL1000_.jpg,-,-,,,,,,,,,,,,,,
Histórias Extraordinárias,,Livro,Ficção,Horror,Horror Gótico,1845,Estados Unidos,Edgar Allan Poe,Masculino,Nova Fronteira,Tenho,Físico,Lido,,,,-,-,-,-,,,,,,,,,,,,,,
Os Ossos Das Colinas #3,O Conquistador,Livro,Ficção,Histórica,Império Mongol,2008,Reino Unido,Conn Iggulden,Masculino,Record,Tenho,Físico,Lido,,,,601,https://m.media-amazon.com/images/I/918aibfQGcL._SL1500_.jpg,-,31/10/2021,,,,,,,,,,,,,,
Nós,,Livro,Ficção,Científica,Distopia,1924,Rússia,Ievguêni Ivánovitch Zamiátin,Masculino,Aleph,Tenho,Físico,Lido,,,,344,https://m.media-amazon.com/images/I/71QE2XXoA1L._SL1500_.jpg,-,31/08/2021,,,,,,,,,,,,,,
2001: Uma Odisseia No Espaço #1,Uma Odisseia no Espaço,Livro,Ficção,Científica,Viagem Espacial,1968,Reino Unido,Arthur C. Clarke,Masculino,Aleph,Tenho,Físico,Lido,,,,336,https://m.media-amazon.com/images/I/61zLkd00iuL._SL1000_.jpg,-,31/07/2021,,,,,,,,,,,,,,
O Conto Da Aia #1,O conto da aia,Livro,Ficção,Científica,Distopia,1985,Canadá,Margaret Atwood,Feminino,Rocco,Tenho,Físico,Lido,,,,384,https://m.media-amazon.com/images/I/51YjgsupHLS._SL1000_.jpg,-,30/06/2021,,,,,,,,,,,,,,
Ubik,,Livro,Ficção,Científica,Realidade Alternativa,1969,Estados Unidos,Philip K. Dick,Masculino,Aleph,Tenho,Físico,Lido,,,,248,https://m.media-amazon.com/images/I/61WUjHp9FDL._SL1000_.jpg,-,31/05/2021,,,,,,,,,,,,,,
Androides Sonham Com Ovelhas Elétricas?,,Livro,Ficção,Científica,Distopia,1968,Estados Unidos,Philip K. Dick,Masculino,Aleph,Tenho,Físico,Lido,,,,288,https://m.media-amazon.com/images/I/61xuJwg9fiL._SL1144_.jpg,-,20/03/2021,,,,,,,,,,,,,,
Os Sehores Do Arco #2,O Conquistador,Livro,Ficção,Histórica,Império Mongol,2008,Reino Unido,Conn Iggulden,Masculino,Record,Tenho,Físico,Lido,,,,420,https://m.media-amazon.com/images/I/91nkeFAbgnL._SL1500_.jpg,-,31/01/2019,,,,,,,,,,,,,,
1984,,Livro,Ficção,Científica,Distopia,1949,Reino Unido,George Orwell,Masculino,Excelsior,Tenho,Físico,Lido,,,,321,https://m.media-amazon.com/images/I/81l3pUGbT8L._SL1500_.jpg,-,01/01/2019,,,,,,,,,,,,,,
O Lobo Das Planícies #1,O Conquistador,Livro,Ficção,Histórica,Império Mongol,2008,Reino Unido,Conn Iggulden,Masculino,Record,Tenho,Físico,Lido,,,,420,https://m.media-amazon.com/images/I/91roQTxdreL._SL1500_.jpg,-,06/10/2018,,,,,,,,,,,,,,
Excalibur #3,As Crônicas do Rei Arthur,Livro,Ficção,Histórica,Pós-Romano,1997,Reino Unido,Bernard Cornwell,Masculino,Record,Tenho,Físico,Lido,,,,532,https://m.media-amazon.com/images/I/91T8WcEiykL._SL1500_.jpg,-,01/07/2015,,,,,,,,,,,,,,
O Inimigo De Deus #2,As Crônicas do Rei Arthur,Livro,Ficção,Histórica,Pós-Romano,1996,Reino Unido,Bernard Cornwell,Masculino,Record,Tenho,Físico,Lido,,,,518,https://m.media-amazon.com/images/I/91T8WcEiykL._SL1500_.jpg,-,01/07/2014,,,,,,,,,,,,,,
O Rei Do Inverno #1,As Crônicas do Rei Arthur,Livro,Ficção,Histórica,Pós-Romano,1995,Reino Unido,Bernard Cornwell,Masculino,Record,Tenho,Físico,Lido,,,,546,https://m.media-amazon.com/images/I/A1aw1pHNPkL._SL1500_.jpg,-,01/07/2013,,,,,,,,,,,,,,
O Retorno Do Rei #3,O Senhor dos Anéis,Livro,Ficção,Fantasia,Alta Fantasia,1955,África do Sul,J.R.R. Tolkien,Masculino,HarperCollins,Desejado,-,Lido,,,,528,https://m.media-amazon.com/images/I/71+4uDgt8JL._SL1500_.jpg,-,-,,,,,,,,,,,,,,
A Sociedade Do Anel #1,O Senhor dos Anéis,Livro,Ficção,Fantasia,Alta Fantasia,1954,África do Sul,J.R.R. Tolkien,Masculino,HarperCollins,Desejado,-,Lido,,,,576,https://m.media-amazon.com/images/I/81hCVEC0ExL._SL1500_.jpg,-,-,,,,,,,,,,,,,,
As Duas Torres #2,O Senhor dos Anéis,Livro,Ficção,Fantasia,Alta Fantasia,1954,África do Sul,J.R.R. Tolkien,Masculino,HarperCollins,Desejado,-,Lido,,,,464,https://m.media-amazon.com/images/I/81lQ5N0QwJL._SL1500_.jpg,-,-,,,,,,,,,,,,,,
A Metamorfose,,Livro,Ficção,Romance,Clássico,1915,República Tcheca,"Franz Kafka",Masculino,Companhia das Letras,Desejado,EPUB,Lido,,,,96,https://m.media-amazon.com/images/I/71QLwli7GUL._SL1500_.jpg,-,-,,,,,,,,,,,,,,
As Dores Do Mundo,,Livro,Não Ficção,Filosofia,Existencialismo,1850,Alemanha,Arthur Schopenhauer,Masculino,Edipro,Tenho,Físico,Lido,,,,136,https://m.media-amazon.com/images/I/9137+cwRqgL._SL1500_.jpg,-,-,,,,,,,,,,,,,,
A Guerra Que Eu Vi,,Livro,Não Ficção,História,Guerra,1979,Estados Unidos,George S. Patton,Masculino,Biblioteca do Exército,Tenho,Físico,Lido,,,,-,-,-,-,,,,,,,,,,,,,,
Pequenas Memorias,,Livro,Não Ficção,Biografia,Relato,2025,Brasil,Tayná Saez,Feminino,Pormenor,Tenho,Audio,Lido,,,,65,https://loja.skeelo.com/_next/image?url=https%3A%2F%2Fstatic.skeelo.com%2Fresize%2F1024%2F2048%2F80%2F1728%2F0df1731f-0fb6-4887-a08f-9f7582a1145e.png&w=640&q=75,28/03/2025,28/04/2025,,,,,,,,,,,,,,
Noites Brancas,,Livro,Ficção,Romance,Clássico,1848,Rússia,Fiódor Dostoiévski,Masculino,Editora 34,Tenho,EPUB,Lido,,,,96,https://m.media-amazon.com/images/I/7143D7foVmL._SL1500_.jpg,26/08/2025,31/08/2025,,,,,,,,,,,,,,
A Vegetariana,,Livro,Ficção,Romance,Psicológico,2007,Coreia do Sul,Han Kang,Feminino,Todavia,Desejado,-,Quero Ler,,,,176,https://m.media-amazon.com/images/I/61fIT8vsaSL._SL1297_.jpg,,,,,,,,,,,,,,,,
O Último Homen,,Livro,Ficção,Horror,Horror Gótico,1826,Reino Unido,Mary Shelley,Feminino,Plutão ,Não Tenho,-,Quero Ler,,,,582,https://m.media-amazon.com/images/I/81L2D0EBDEL._SL1500_.jpg,,,,,,,,,,,,,,,,
Mathilda,,Livro,Ficção,Horror,Horror Gótico,1959,Reino Unido,Mary Shelley,Feminino,Grua Livros,Não Tenho,-,Quero Ler,,,,160,https://m.media-amazon.com/images/I/61G7QxyPbqL._SL1500_.jpg,,,,,,,,,,,,,,,,
Escute As Feras,,Livro,Não Ficção,Biografia,Autobiografia,2021,França,Nastassja Martin,Feminino,Editora 34,Desejado,-,Quero Ler,,,,112,https://m.media-amazon.com/images/I/61EZvpG0FBL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Lobo Da Estepe,,Livro,Não Ficção,Biografia,Autobiografia,1927,Alemanha,Hermann Hesse,Masculino,Record,Desejado,-,Quero Ler,,,,252,https://m.media-amazon.com/images/I/81aJaAdzLzL._SL1500_.jpg,,,,,,,,,,,,,,,,
Necronomicon: Vida e Morte de H. P. Lovecraft,,Livro,Não Ficção,Biografia,Biografia,2024,Estados Unidos,W. Scott Poole ,Masculino,DarkSide,Desejado,-,Quero Ler,,,,368,https://darkside.vtexassets.com/arquivos/ids/194372/necronomicon_mini_capa.png?v=638411809636800000,,,,,,,,,,,,,,,,
A Lógica Do Cisne Negro,,Livro,Não Ficção,Economia,Comportamental,2007,Líbano,Nassim Nicholas Taleb,Masculino,Objetiva,Desejado,-,Quero Ler,,,,528,https://m.media-amazon.com/images/I/714RNYWLXIS._SL1500_.jpg,,,,,,,,,,,,,,,,
Vita Contemplativa Ou Sobre A Inatividade,,Livro,Não Ficção,Filosofia,Contemplativa,2023,Alemanha,Byung-Chul Han,Masculino,Vozes,Desejado,-,Quero Ler,,,,176,-,,,,,,,,,,,,,,,,
A Grande Saída,,Livro,Não Ficção,Economia,Crises Financeiras,2017,Estados Unidos,Angus Deaton,Masculino,Intrínseca,Desejado,-,Quero Ler,,,,425,https://m.media-amazon.com/images/I/91DIkOoXlnL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Tirania Do Mérito,,Livro,Não Ficção,Economia,Economia Comportamental,2020,Estados Unidos,Michael J. Sandel,Masculino,Civilização Brasileira,Desejado,-,Quero Ler,,,,350,https://m.media-amazon.com/images/I/71ZutuuiehL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Mal Estar Na Civilização,,Livro,Não Ficção,Economia,Economia Comportamental,1930,Áustria,Sigmund Freud,Masculino,Penguin-Companhia,Desejado,-,Quero Ler,,,,96,https://m.media-amazon.com/images/I/71hUldIPoQL._SL1500_.jpg,,,,,,,,,,,,,,,,
Desenvolvimento Como Liberdade,,Livro,Não Ficção,Economia,Economia do Desenvolvimento,1999,Índia,Amartya Sen,Masculino,Companhia de Bolso,Desejado,-,Quero Ler,,,,464,https://m.media-amazon.com/images/I/91S5tL-PI2L._SL1500_.jpg,,,,,,,,,,,,,,,,
Descoberta Da Liberdade,,Livro,Não Ficção,Economia,Economia do Desenvolvimento,1990,Brasil,Sérgio Ribeiro,Masculino,FGV,Desejado,-,Quero Ler,,,,180,https://m.media-amazon.com/images/I/41GGTaEwi5L._SL1000_.jpg,,,,,,,,,,,,,,,,
Economia Do Bem Comum,,Livro,Não Ficção,Economia,Economia do Desenvolvimento,2017,França,Jean Tirole,Masculino,Zahar,Desejado,-,Quero Ler,,,,552,https://m.media-amazon.com/images/I/A1TytELO52L._SL1500_.jpg,,,,,,,,,,,,,,,,
Sobre A Brevidade Da Vida,,Livro,Não Ficção,Filosofia,Estoica,-,Espanha,Sêneca,Masculino,Companhia das Letras,Desejado,-,Quero Ler,,,,94,https://m.media-amazon.com/images/I/41vrR7kIisL._SY445_SX342_PQ91_.jpg,,,,,,,,,,,,,,,,
O Homem Revoltado,,Livro,Não Ficção,Filosofia,Existencialismo,1951,Argélia,Albert Camus,Masculino,Record,Desejado,-,Quero Ler,,,,400,https://m.media-amazon.com/images/I/81ujd3ttOYL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Náufrago Da Existência,,Livro,Não Ficção,Filosofia,Existencialismo,2022,Brasil,Jair Barboza,Masculino,Unesp,Desejado,-,Quero Ler,,,,177,https://m.media-amazon.com/images/I/51fErdyVsaL._SL1000_.jpg,,,,,,,,,,,,,,,,
A Ponte do Rio Kwai,,Livro,Ficção,Histórica,Segunda Guerra Mundial,1952,França,Pierre Boulle,Masculino,Europa-América,Desejado,-,Quero Ler,,,,162,https://img.skoob.com.br/kAxASNHRzT-7XT24tZC_jmMhwP4=/202x312/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/102275/A_PONTE_DO_RIO_KWAI_1569191324102275SK1569191326B.jpg,,,,,,,,,,,,,,,,
